?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
1.965427,1.496675,2.296982

1.951192,1.412924,2.411152

1.934579,1.335038,2.538547

1.915631,1.263797,2.676304

1.894394,1.199912,2.821332

1.870922,1.144020,2.970372

1.845273,1.096682,3.120077

1.817511,1.058369,3.267085

1.787705,1.029465,3.408096

1.755931,1.010258,3.539941

1.722267,1.000940,3.659661

1.686798,1.001604,3.764566

1.649613,1.012244,3.852300

1.610804,1.032753,3.920894

1.570468,1.062927,3.968806

1.528706,1.102464,3.994961

1.485622,1.150968,3.998772

1.441325,1.207956,3.980152

1.395925,1.272857,3.939520

1.349535,1.345024,3.877788

1.302272,1.423736,3.796343

1.254253,1.508205,3.697014

1.205598,1.597588,3.582032

1.156430,1.690992,3.453978

1.106871,1.787483,3.315729

1.057044,1.886098,3.170390

1.007075,1.985850,3.021224

0.957088,2.085744,2.871581

0.907209,2.184782,2.724822

0.857561,2.281973,2.584243

0.808270,2.376347,2.453001

0.759457,2.466960,2.334044

0.711246,2.552908,2.230042

0.663757,2.633331,2.143332

0.617108,2.707426,2.075861

0.571416,2.774453,2.029145

0.526795,2.833742,2.004231

0.483358,2.884700,2.001680

0.441211,2.926819,2.021550

0.400461,2.959677,2.063393

0.361210,2.982946,2.126270

0.323555,2.996394,2.208770

0.287591,2.999887,2.309039

0.253408,2.993389,2.424825

0.221091,2.976965,2.553529

0.190720,2.950780,2.692259

0.162373,2.915095,2.837900

0.136119,2.870266,2.987182

0.112024,2.816743,3.136752

0.090149,2.755058,3.283251

0.070548,2.685829,3.423388

0.053270,2.609748,3.554017

0.038358,2.527575,3.672204

0.025851,2.440129,3.775295

0.015777,2.348287,3.860974

0.008164,2.252964,3.927318

0.003030,2.155114,3.972836

0.000388,2.055714,3.996506

0.000245,1.955757,3.997797

0.002600,1.856243,3.976680

0.007448,1.758164,3.933628

0.014778,1.662503,3.869609

0.024569,1.570213,3.786061

0.036799,1.482217,3.684859

0.051436,1.399395,3.568277

0.068444,1.322574,3.438933

0.087781,1.252522,3.299731

0.109398,1.189938,3.153798

0.133240,1.135449,3.004411

0.159250,1.089597,2.854924

0.187360,1.052842,2.708696

0.217502,1.025550,2.569010

0.249600,1.007995,2.439003

0.283573,1.000352,2.321595

0.319337,1.002697,2.219422

0.356802,1.015007,2.134780

0.395875,1.037158,2.069568

0.436458,1.068930,2.025252

0.478449,1.110004,2.002827

0.521744,1.159972,2.002796

0.566234,1.218332,2.025160

0.611809,1.284503,2.069417

0.658354,1.357822,2.134572

0.705753,1.437559,2.219164

0.753887,1.522914,2.321291

0.802637,1.613037,2.438661

0.851879,1.707026,2.568637

0.901492,1.803943,2.708300

0.951351,1.902818,2.854515

1.001332,2.002664,3.003997

1.051310,2.102484,3.153389

1.101159,2.201280,3.299336

1.150755,2.298065,3.438561

1.199975,2.391871,3.567937

1.248695,2.481762,3.684558

1.296793,2.566840,3.785805

1.344149,2.646253,3.869405

1.390645,2.719210,3.933480

1.436165,2.784980,3.976591

1.480594,2.842908,3.997770

1.523823,2.892413,3.996541

1.565742,2.933001,3.972932

1.606246,2.964268,3.927473

1.645236,2.985899,3.861185

1.682613,2.997680,3.775556

1.718284,2.999492,3.672511

1.752159,2.991318,3.554362

1.784154,2.973239,3.423763

1.814190,2.945435,3.283648

1.842190,2.908185,3.137162

1.868085,2.861861,2.987596

1.891811,2.806925,2.838309

1.913307,2.743927,2.692653

1.932521,2.673496,2.553899

1.949404,2.596335,2.425164

1.963914,2.513216,2.309338

1.976014,2.424969,2.209023

1.985675,2.332476,2.126472

1.992873,2.236661,2.063538

1.997588,2.138482,2.021635

1.999811,2.038918,2.001704

1.999534,1.938966,2.004193

1.996759,1.839624,2.029045

1.991492,1.741884,2.075703

1.983748,1.646723,2.143119

1.973544,1.555092,2.229778

1.960907,1.467906,2.333735

1.945869,1.386037,2.452655

1.928466,1.310302,2.583867

1.908742,1.241459,2.724424

1.886747,1.180194,2.871170

1.862536,1.127121,3.020810

1.836169,1.082769,3.169982

1.807712,1.047582,3.315337

1.777236,1.021912,3.453610

1.744817,1.006014,3.581695

1.710537,1.000047,3.696718

1.674480,1.004072,3.796093

1.636738,1.018048,3.877590

1.597404,1.041835,3.939378

1.556577,1.075196,3.980070

1.514359,1.117797,3.998751

1.470856,1.169213,3.995003

1.426175,1.228929,3.968909

1.380429,1.296350,3.921055

1.333733,1.370802,3.852517

1.286202,1.451540,3.764832

1.237956,1.537759,3.659972

